% X                       Height
0                         1.3104190837885064
0.01                      2.2611069048882873
0.02                      2.8334213300309643
0.030000000000000002      3.1844362423678003
0.04                      3.393016295869783
0.05                      3.510875145406253
0.060000000000000005      3.5869463584273378
0.07                      3.6264514929037994
0.08                      3.6557565420023983
0.09000000000000001       3.6850615911009976
0.1                       3.6994551120045407
0.11                      3.7113345164250635
0.12000000000000001       3.7232139208455868
0.13                      3.7350933252661096
0.14                      3.746972729686633
0.15                      3.7588394760123167
0.16                      3.7669805471052284
0.17                      3.7751216181981406
0.18000000000000002       3.7832626892910524
0.19                      3.7914037603839645
0.2                       3.7995448314768763
0.21000000000000002       3.8076859025697884
0.22                      3.8158269736627
0.23                      3.8239680447556124
0.24000000000000002       3.832109115848524
0.25                      3.8402384951548894
0.26                      3.844926614135922
0.27                      3.8496147331169555
0.28                      3.8543028520979887
0.29000000000000004       3.8589909710790216
0.3                       3.863679090060055
0.31                      3.8683672090410877
0.32                      3.873055328022121
0.33                      3.877743447003154
0.34                      3.882431565984187
0.35000000000000003       3.8871182387192977
0.36000000000000004       3.891379235814907
0.37                      3.8956402329105164
0.38                      3.900108284697505
0.39                      3.9048921849677303
0.4                       3.910004858946812
0.41000000000000003       3.9155565350495363
0.42000000000000004       3.9213824207219656
0.43                      3.927676048105941
0.44                      3.9340438371441717
0.45                      3.94051108662678
0.46                      3.9470234377800457
0.47000000000000003       3.9533348394394214
0.48000000000000004       3.9592735197022777
0.49000000000000005       3.9650124251831564
0.5                       3.970366661250179
0.51                      3.975134457606617
0.52                      3.979408469784772
0.53                      3.9832924969139087
0.54                      3.986400783870235
0.55                      3.989209391104789
0.56                      3.9920179983393425
0.5700000000000001        3.994805300205646
0.5800000000000001        3.9971563232603926
0.5900000000000001        3.9995073463151387
0.6                       4.001858369369885
0.61                      4.004209392424632
0.62                      4.006560415479378
0.63                      4.008911438534124
0.64                      4.011262461588871
0.65                      4.014107842011973
0.66                      4.017168121841405
0.67                      4.020228401670838
0.68                      4.02328868150027
0.6900000000000001        4.0263489613297025
0.7000000000000001        4.029409241159136
0.7100000000000001        4.032469520988568
0.7200000000000001        4.03470071596249
0.73                      4.035374828848886
0.74                      4.036048941735283
0.75                      4.036723054621679
0.76                      4.037397167508075
0.77                      4.038071280394472
0.78                      4.038745393280867
0.79                      4.039419506167263
0.8                       4.039965701342635
0.81                      4.040511627548762
0.8200000000000001        4.041057553754889
0.8300000000000001        4.041603479961017
0.8400000000000001        4.042149406167145
0.8500000000000001        4.042695332373272
0.86                      4.0432412585794
0.87                      4.04546697590993
0.88                      4.048603777764223
0.89                      4.0517405796185155
0.9                       4.054877381472807
0.91                      4.0580141833271
0.92                      4.061150985181393
0.93                      4.064287787035685
0.9400000000000001        4.069434668295399
0.9500000000000001        4.079298736570241
0.9600000000000001        4.091601063364331
0.9700000000000001        4.110991916734893
0.9800000000000001        4.13395738036637
0.9900000000000001        4.167078533171239
1                         4.204442586248173
